street,city,County,State,zip,x,y
100 E. Central Ave,Valdosta,Lowndes,Georgia,31601,-83.279103,30.832295000000002
113 South Water St.,Elizabeth City,Pasquotank,North Carolina,27909,-76.2186,36.2991
420 Jefferson Street,Waterloo,Black Hawk,Iowa,50701,-92.3421,42.4956
Corner of Appleton & Main Streets,Waterville,Kennebec,Maine,04901,-69.631,44.5512
410 S. Rogers,Waxahachie ,Ellis,Texas,75165,-96.85010279999999,32.3832651
"Wellsboro Plaza, next to Post Office",Wellsboro,Tioga,Pennsylvania,16901,-77.2889,41.7472
215 N Main Street,West Bend,Washington,Wisconsin,53095,-88.183336,43.424884999999996
Railroad Ave. (MD27) & Emerald Hill Lane,Westminster,Carroll,Maryland,21157,-76.8194,39.0641
713 Ohio Ave.,Wichita Falls,Wichita,Texas,76301,-98.489528,33.913521
9th Street and Hollaway,Rolla,Phelps,Missouri,65401,-91.761915,37.950359999999996
S Walnut St. & Santa Fe Park,Peabody,Marion,Kansas,66866,-97.10646,38.16422
177 Portage St.,Doylestown,Wayne,Ohio,44230,-81.6956,40.9706
7000 Dr. Phillips Blvd,Orlando,Orange,Florida,32819,-81.493887,28.459412
Main St-6th Ave,Drake,McHenry,North Dakota,58736,-100.37169499999999,47.927228
University Avenue and 26th St,Des Moines,Polk,Iowa,50311,-93.6521667,41.6003891
802 W. Drake Road,Fort Collins,Larimer,Colorado,80526,-105.091045,40.552988
3054 Greenbriar Road,Draper,Pulaski,Virginia,24324,-80.7422,37.0009
421 Linden Street,Dresden ,Weakley,Tennessee,38225,-88.705486,36.285610999999996
140 East Mercer Street,Dripping Springs ,Hays,Texas,78620,-98.0864453,30.192299199999997
3100 Swann Drive,Baltimore,Baltimore City,Maryland,21217,-76.645847,39.317944
Keyes Park at Park  and Divisions,Du Quoin,Perry,Illinois,62832,-89.2385,38.0132
at Central Parkway and Tassajara Road,Dublin,Alameda,California,94568,-121.87376299999998,37.710493
4261 West Dublin Granville Road,Dublin,Franklin,Ohio,43017,-83.10345500000001,40.099046
9 South 1st Street,Dubois,Fremont,Wyoming,82513,-109.630466,43.533336
Iowa Street between 11th & 14th Streets,Dubuque,Dubuque,Iowa,52001,-90.668031,42.504954
1101 Central Ave,Dubuque,Dubuque,Iowa,52001,-90.66662559999999,42.503983399999996
119 West Main Street,Dudley,Worcester,Massachusetts,01571,-71.9011877,42.0441124
"Research Drive, Duke University Medical Center Campus",Durham,Durham,North Carolina,27708,-78.939226,36.005437
3643 N. Roxboro Rd.,Durham ,Durham,North Carolina,27704,-78.89999,36.035963
The Sarah P. Duke Gardens on Anderson Drive,Durham,Durham,North Carolina,27710,-78.9320532,35.994684299999996
6897 michigan ave,Detroit,Wayne,Michigan,48210,-83.12937600000001,42.331109000000005
14th Ave. E. & 3rd St.,Duluth,Carlton,Minnesota,55810,-92.084055,46.8022696
155 Water St,Brooklyn,Kings,New York,11201,-73.987717,40.703012
25300 Steelhead Blvd.,Villa Grande,Sonoma,California,95486,-123.052,38.4517
101 Railway St S,Dundas,Rice,Minnesota,55019,-93.207589,44.428731
Highway 99 and 7th Street,Dundee,Yamhill,Oregon,97115,-123.015,45.2796
"Downtown Dundee, In the Triangle",DUNDEE,Monroe,Michigan,48131,-83.660742,41.957342
Pioneer Park (400 Main Street),Dunedin,Pinellas,Florida,34698,-82.7876,28.011999999999997
45 Cliffstar Court,Dunkirk,Chautauqua,New York,14048,-79.326651,42.48373
Downtown,Dunn,Harnett,North Carolina,28334,-78.6074,35.3072
Dunsmuir Ave. & Spruce,Dunsmuir,Siskiyou,California,96025,-122.272,41.2122
"1500 20th Street, NW",Washington,District of Columbia,District of Columbia,20036,-77.04469,38.910340000000005
Corner of Hagle & Main Street,Durand,Shiawassee,Michigan,48429,-83.9831,42.9108
259 W. 9th Street,Durango ,La Plata,Colorado,81301,-107.882769,37.273057
501 Foster Street,Durham,Durham,North Carolina,27701,-78.90185600000001,36.000559
Town House Road,Durham,Middlesex,Connecticut,06422,-72.68056999999999,41.47043
1058 W Club Blvd ,Durham,Durham,North Carolina,27701,-78.908413,36.01847
701 N Broad St. ,Middletown,New Castle,Delaware,19709,-75.71829699999999,39.459540999999994
2031 Cottman Avenue,Philadelphia,Philadelphia,Pennsylvania,19149,-75.0654,40.0509
2402 J Street,Auburn,Nemaha,Nebraska,68305,-95.839362,40.38029
Brown Ave,Duvall,King,Washington,98019,-121.985974,47.7382671
Hwy 136,Dyersville,Dubuque,Iowa,52040,-91.11279,42.480140000000006
City Park,Dysart,Tama,Iowa,52224,-92.3063,42.1718
1501 Central Parkway,Eagan,Dakota,Minnesota,55121,-93.1739,44.839864
Highway 45 North of the Bridge,Eagle River,Vilas,Wisconsin,54521,-89.257902,45.924631
2100 Merton Ave.,Los Angeles,Los Angeles,California,90065,-118.214,34.1391
1733 Railroad Ave,Rifle,Garfield,Colorado,81650,-107.784791,39.546808
Minutes from Downtown interchange op PA Turnpike,Exton,Chester,Pennsylvania,19341,-75.6275,40.0326
Route 12B,Earlville,Madison,New York,13332,-75.5456,42.7399
129 Main Street,Richfield Springs,Herkimer,New York,13439,-74.9864,42.854
4167 Earlysville Rd ,Earlysville,Albemarle,Virginia,22936,-78.480913,38.1545
205 N. 1st St,Easley,Pickens,South Carolina,29640,-82.605,34.8303
561 Flat Shoals Ave,Atlanta,DeKalb,Georgia,30316,-84.344092,33.738834000000004
123 Grey St,East Aurora,Erie,New York,14052,-78.632801,42.765622
6th & Parade,Erie,Erie,Pennsylvania,16507,-80.07668309999998,42.13264
209 Sumner Street,East Boston,Suffolk,Massachusetts,02128,-71.03982099999999,42.368747
30366 Cordrey Road,Millsboro ,Sussex,Delaware,19966,-75.2181481,38.6162124
470 Sinsinawa Ave.,East Dubuque,Jo Daviess,Illinois,61025,-90.6407,42.4908
2600 Navigation Blvd.,Houston,Harris,Texas,77003,-95.342978,29.757510999999997
South Bown Way,Boise,Ada,Idaho,83706,-116.1549,43.574259999999995
"Under the Route 1 Overpass, between Ridge Ave and Kelly Drive",Philadelphia ,Philadelphia,Pennsylvania,19129,-75.191964,40.00755
Church and Rector St,East Greenwich,Kent,Rhode Island,02818,-71.45361899999999,41.660858000000005
136 North Main Street,East Hampton ,Suffolk,New York,11963,-72.180675,40.972415999999996
611 Ridgedale Ave.,E.Hanover,Morris,New Jersey,07936,-74.3469,40.8331
104th Street & 3rd Avenue,New York,New York,New York,10029,-73.9456,40.7902
"840 Main Street, Raymond Memorial Library",Manchester,Hartford,Connecticut,06040,-72.5209,41.771
380 Pine Tree Road,Ithaca ,Tompkins,New York,14850,-76.466382,42.4383679
5448 Hollywood Boulevard,Los Angeles,Los Angeles,California,90027,-118.309017,34.101499
3824 SR 39,Millersburg,Holmes,Ohio,44654,-81.8264,40.5554
1009 Rebecca Ave.,Hattiesburg,Forrest,Mississippi,39401,-89.28226,31.3188
85 Bridge Street,East Jordan ,Charlevoix,Michigan,49727,-85.130525,45.152834000000006
2343 Hosea Williams Drive,Atlanta,DeKalb,Georgia,30317,-84.310406,33.750977
"7753 First Avenue, South",Birmingham,Jefferson,Alabama,35206,-86.7246,33.5615
East Lake Village Town Center,Port St. Lucie,St. Lucie,Florida,34952,-80.8024,27.5739
280 Valley Court,East Lansing,Ingham,Michigan,48823,-84.48749000000001,42.737508
4801 East 3rd Street,Los Angeles,Los Angeles,California,90022,-118.1609,34.03349
4848 East Civic Center Way,East Los Angeles ,Los Angeles,California,90022,-118.168567,34.031506
1112 42nd Ave.,East Moline,Rock Island,Illinois,61244,-90.4875,41.4798
1500 Davidson Street,Nashville,Davidson,Tennessee,TN,-86.7396677,36.1641924
613 New Lots Ave,Brooklyn,Kings,New York,11207,-73.8866767,40.6649239
73rd Ave. & International Blvd.,Oakland,Alameda,California,94621,-122.18700000000001,37.7591
1798-A Bay Road,East Palo Alto,San Mateo,California,94303,-122.1338564,37.471115999999995
2757 East Point St.,East Point ,Fulton,Georgia,30344,-84.441926,33.680029
3331 Park Way,Sacramento,Sacramento,California,95816,-121.457852,38.576126
1715 Garden Village Drive,White Pine,Jefferson,Tennessee,37890,-83.2927,36.1314
1836 S. Jackson,Jacksonville,Cherokee,Texas,75766,-95.3009,32.2981
2112 W. Front St. (South Pavilion) ,Tyler,Smith,Texas,75702,-95.324795,32.344227000000004
3457 Kingston PK. ,Knoxville,Knox,Tennessee,37919,-83.961598,35.947813000000004
520 E. Wells St.,Milwaukee,Milwaukee,Wisconsin,53202,-87.9050517,43.041886299999994
Rt. 32,East Vassalboro,Kennebec,Maine,04935,-69.5414,44.4521
"Revay's Garden Center, 266 North Road",East Windsor,Hartford,Connecticut,06016,-72.7329,41.8064
8th and Railroad Center,Sioux Falls,Minnehaha,South Dakota,57105,-96.722763,43.547619
7274 EASTCHASE PARKWAY,MONTGOMERY,Montgomery,Alabama,36117,-86.16463399999999,32.359808
308 East King Street,Lancaster,Lancaster,Pennsylvania,17602,-76.2987,40.0384
2934 Russell Street,Detroit,Wayne,Michigan,48207,-83.040134,42.346768
225 7th Street SE,Washington,District of Columbia,District of Columbia,20003,-76.996336,38.886629
2001 North Harper St.,Choctaw,Oklahoma,Oklahoma,73020,-97.2739,35.4888
Locust Grove Town Center,Spotsylvania,Spotsylvania,Virginia,22553,-77.8102,38.3051
50 Payson Ave,Easthampton,Hampshire,Massachusetts,01027,-72.669625,42.265448
1835 E. Saint Louis Street,Springfield,Greene,Missouri,65802,-93.2595,37.2085
Easton Town Square,Columbus,Franklin,Ohio,43219,-82.91537,40.049231
Town Parking lot off Harrison Street,Easton,Talbot,Maryland,21601,-76.8194,39.0641
Centre Square (Intersection of Northampton & Third Streets),Easton ,Northampton,Pennsylvania,18042,-75.2091145,40.6909524
7839 Eastern Avenue,Baltimore,Baltimore,Maryland,21224,-76.815535,39.065864000000005
Gratiot Ave and Nine Mile Rd,Eastpointe,Macomb,Michigan,48021,-82.958729,42.464166999999996
14820 Mack Avenue,Detroit,Wayne,Michigan,48215,-82.94811120000001,42.387217
3200 Delaware Avenue,Des Moines,Polk,Iowa,50317,-93.5813,41.6248
202 S Ingersoll Street,Madison ,Dane,Wisconsin,53703,-89.3677304,43.0832213
760 E Water Street,Elmira,Chemung,New York,14901,-76.7923531,42.0886921
Barron Street and Somers Street,Eaton,Preble,Ohio,45320,-84.6364564,39.745290600000004
1500 S. Main St. ,Eaton Rapids ,Eaton,Michigan,48827,-84.657876,42.495807
104 Washington Street,Eatonville,Pierce,Washington,98328,-122.265,46.8669
300 Riverfront Terr.,Eau Claire,Eau Claire,Wisconsin,54701,-91.504811,44.815339
Oakwood Mall parking lot,Eau Claire,Eau Claire,Wisconsin,54738,-91.4374,44.7756
Eau Gallie Boulevard and Highland Avenue,Melbourne,Brevard,Florida,32935,-80.6271,28.1304
1301 Richland Street,Columbia,Richland,South Carolina,29201,-81.0361,34.0112
Corner of Hugh and Julian Streets,Ebensburg,Cambria,Pennsylvania,15931,-78.7251,40.4852
Logan St. and Sunset Blvd,Los Angeles ,Los Angeles,California,90026,-118.25863000000001,34.076886
Ryer Avenue & Burnside Avenue,New York,Bronx,New York,10457,-73.9015,40.8509
43rd & Wells,Chicago ,Cook,Illinois,60609,-87.63198,41.816399
310 Voorhies Rd,Medford,Jackson,Oregon,97501,-122.845,42.288000000000004
730 N Granville St,Edenton,Chowan,North Carolina,27932,-76.607355,36.070023
1639 N Alpine & Highcrest,Rockford,Winnebago,Illinois,61107,-89.0288,42.2856
5917 N Broadway  ,Chicago ,Cook,Illinois,60660,-87.659974,41.9898
Edgewood MARC Train Station,Edgewood,Harford,Maryland,21040,-76.292139,39.415966999999995
City Park,Edgewood,Clayton,Iowa,52042,-91.5679,42.6445
2122 Old Edgewood Road,Edgewood,Harford,Maryland,21040,-76.29209499999999,39.416114
100 Green Meadows Drive,Lewis Center,Delaware,Ohio,43035,-83.017262,40.153628000000005
4300 Indianola Ave.,Columbus,Franklin,Ohio,43214,-82.999711,40.052463
141 Hillcrest Parkway,Chesapeake,Chesapeake,Virginia,23322,-76.2313,36.6534
"First Street, between Boulevard & Littler",Edmond,Oklahoma,Oklahoma,73083,-97.4797,35.6541
5th Ave between Main and Bell & Bell St. between 5th & 6th Ave,Edmonds,Snohomish,Washington,98020,-122.376658,47.811372
Corner of Lewis Street and Pine Street,Edmore,Montcalm,Michigan,48829,-85.037581,43.4060489
Edwards Corner,Edwards,Eagle,Colorado,81632,-106.59411899999999,39.644032
S 4th St. at E. Main St.,Albion,Edwards,Illinois,62806,-88.0586,38.3785
31 Germania Street,Jamaica Plain,Suffolk,Massachusetts,02130,-71.103239,42.314332
3542 W. 8th St.,Cincinnati ,Hamilton,Ohio,45205,-84.573114,39.106241
1301 Farragut St.,Laredo,Webb,Texas,78040,-99.508713,27.505347999999998
El Cerrito Plaza,El Cerrito,Contra Costa,California,94596,-122.3,37.8997
1101 N.W. Ave,El Dorado,Union,Arkansas,71730,-92.66510799999999,33.222386
"Community Center (CSD), ElDorado Hills Blvd. @  Harvard Blvd.",El Dorado Hills,El Dorado,California,95762,-121.07549499999999,38.683538
810 Badger rd.,Madison ,Dane,Wisconsin,53713,-89.395424,43.038610999999996
Plaza Publica,Salinas zona urbana,Salinas,Puerto Rico,00751,-66.29539100000001,17.978217
Estacionamiento del Parque Angelita Lind,Patillas,Patillas,Puerto Rico,00723,-66.013453,18.006914000000002
117 Anthony Street,El Paso,El Paso,Texas,79901,-106.494556,31.756816999999998
6375 Montana,El Paso,El Paso,Texas,79902,-106.406,31.7885
816 S. Florence,El Paso,El Paso,Texas,79902,-106.48100000000001,31.753
9484 Dyer Street,El Paso,El Paso,Texas,79902,-106.421,31.881
1120 McRae,El Paso,El Paso,Texas,79902,-106.355,31.7608
655 Sunland Park Drive,El Paso,El Paso,Texas,79902,-106.541,31.8198
411 N. Zaragosa Road,El Paso,El Paso,Texas,79902,-106.323,31.7011
100 West Irvington Road,Tucson,Pima,Arizona,85714,-110.9691,32.16326
100 South Choctaw Ave.,El Reno,Canadian,Oklahoma,73036,-97.9549,35.5331
Grand & Eucalyptus,Los Angeles,Los Angeles,California,90045,-118.405,33.9208
470 Hwy 13 South,Snow Hill ,Greene,North Carolina,28580,-77.692573,35.456421999999996
Highway 98,Elberta,Baldwin,Alabama,36530,-87.59908,30.41395
M-22,Elberta,Benzie,Michigan,49628,-86.226146,44.619209000000005
1702 Business Hwy 54 South,Eldon,Miller,Missouri,65026,-92.581576,38.348364000000004
Corner of Edgington Ave. and 14th Street,Eldora,Hardin,Iowa,50627,-93.10077270000001,42.360626399999994
West Spring Street and North Main,El Dorada Springs,Cedar,Missouri,64744,-94.021567,37.876787
City Park,Elgin,Fayette,Iowa,52141,-91.6269,42.9573
"Kief-Joshua Vineyards, 370 Elgin Road",Elgin,Santa Cruz,Arizona,85611,-110.54299999999999,31.659000000000002
Elgin Museum parking lot,Elgin,Grant,North Dakota,58533,-97.2855,46.871
6701 W. Forest Preserve Drive,Chicago,Cook,Illinois,60634,-87.79627990000002,41.9590941
1521 Elizabeth Ave,Charlotte,Mecklenburg,North Carolina,28204,-80.8269849,35.214409
165 S Main Street,Elizabeth,Elbert,Colorado,80107,-104.595551,39.361195
402 West Street,Elizabeth,Jo Daviess,Illinois,61028,-90.22721640000002,42.317890999999996
Corner of Madison & Broadway,Elk City,Beckham,Oklahoma,73644,-99.4035,35.4107
8217 Laguna Blvd,Elk Grove,Sacramento,California,95758,-121.405,38.42373
901 Wellington Avenue,Elk Grove Village,Cook,Illinois,60007,-88.00783059999999,42.002905
E220 Menomonie Street,Elk Mound,Dunn,Wisconsin,54739,-91.688247,44.872264
 305  US-31 North,Elk Rapids,Antrim,Michigan,49629,-85.40956,44.896361
100 North Elkhart Ave.,Elkhart,Elkhart,Indiana,46516,-85.9685,41.6901
226 North Bridge Street,Elkin,Surry,North Carolina,28621,-80.850502,36.245017
315 Railroad Avenue,Elkins,Randolph,West Virginia,26241,-79.851465,38.925162
248 Main St,Beverly,Randolph,West Virginia,26253,-79.875338,38.841115
5th and Commercial,Elko,Elko,Nevada,89801,-115.762,40.8317
10012 Hwy. 78,Elko,Barnwell,South Carolina,29826,-81.379214,33.380738
215 5th Ave West,Ellendale,Steele,Minnesota,56026,-93.301638,43.872885
Center Street and Market Street,Ellenville,Ulster,New York,12428,-74.394077,41.716063
631 W. Edgewood Dr.,Ellettsville,Monroe,Indiana,47429,-86.63878000000001,39.231787
"Arbor Park, Main ST",Ellington,Tolland,Connecticut,06029,-72.4652021,41.9032806
11 Pinney ST,Ellington,Tolland,Connecticut,06029,-72.49035,41.8697886
255 Kiefer Creek Rd.,Ellisville,St. Louis,Missouri,63017,-90.587554,38.585201299999994
Cleveland & Railroad Avenues,Elloree,Orangeburg,South Carolina,29431,-80.5745,33.5332
Across from High School on C48  and Main St.,Ellsworth,Antrim,Michigan,49729,-85.246155,45.165787
245 Main Street,Ellsworth,Hancock,Maine,04605,-68.4185,44.5433
190 Main Street,Ellsworth,Hancock,Maine,04605,-68.422814,44.542171
Highway 10 and Wall Street,Ellsworth,Pierce,Wisconsin,54011,-92.469611,44.733559
Beaver Ave. Municipal Parking Lot,Ellwood City,Lawrence,Pennsylvania,16117,-80.288255,40.859065
Elm Street,Newton ,Middlesex,Massachusetts,02465,-71.2303515,42.350939200000006
Elma Locker & Grocery parking lot,Elma,Howard,Iowa,50628,-92.4351,43.2455
41st Ave - 80 & 81 Sts,Queens,Queens,New York,11373,-73.88456409999999,40.745901
N. Main St. & W. Church Street,Elmira,Chemung,New York,14901,-76.8083,42.0898
700 Hempstead Turnpike,Elmont,Nassau,New York,11003,-73.69997459999999,40.7080503
Route 9A and N. Stone Ave.,Elmsford,Westchester,New York,10523,-73.8181,41.0565
Elmwood at Bidwell,Buffalo,Erie,New York,14222,-78.87701650000001,42.9237123
1570 Rowley St.,Ely,Linn,Iowa,52227,-91.58502,41.87162
1595 Dows St.,Ely,Iowa,Iowa,52227,-91.5858693,41.8733833
7th Avenue Sheridan Street,Ely,St. Louis,Minnesota,55731,-91.856863,47.903045
400 Ely St.,Ely,White Pine,Nevada,89301,-114.89398899999999,39.249358
2310 N Monroe,Spokane,Spokane,Washington,99205,-117.42558729999999,47.6790711
235 Main St,Emmaus,Lehigh,Pennsylvania,18049,-75.4903,40.5366
Blaser Park at  Washington Ave (Hwy 52),Emmett,Gem,Idaho,83617,-116.50055800000001,43.876265000000004
302 South Seton Ave.,Emmitsburg,Frederick,Maryland,21727,-77.329015,39.700163
South End of Main St.,Linton,Emmons,North Dakota,57648,-100.302,45.9028
"569 Asbury Circle, Cox Hall Bridge",Atlanta,Fulton,Georgia,30322,-84.32367099999999,33.792144
River Street,Empire,Leelanau,Michigan,49630,-86.058938,44.813168
Empire State Plaza,Albany,Albany,New York,12242,-73.758667,42.651353
8th Ave. & Merchant St.,Emporia,Lyon,Kansas,66801,-96.18123299999999,38.406766999999995
107 South Main Street,Emporia,Emporia,Virginia,23847,-77.541547,36.688794
17400 Victory Blvd,Van Nuys,Los Angeles,California,91406,-118.5128542,34.1862306
Railway Street - Baxter Park,Enderlin,Ransom,North Dakota,58027,-97.6022,46.6252
Huse Park,Enfield,Grafton,New Hampshire,03748,-72.1438,43.6445
Demarest Avenue and N Van Brunt Street,Englewood,Bergen,New Jersey,07631,-73.973,40.8977
201 Indiana Ave,English,Crawford,Indiana,47118,-86.4432,38.3511
90 Wilson Ave,Englishtown,Monmouth,New Jersey,07726,-74.361,40.3126
109 E. Garriott Road,Enid,Garfield,Oklahoma,73703,-97.8774,36.4343
S Charles Street and Hwy 287 S,Ennis,Madison,Montana,59729,-111.7336261,45.34907929999999
100 N. Dallas Street,Ennis ,Ellis,Texas,75119,-96.628182,32.327436999999996
144 E. Margaret Lane,Hillsborough,Orange,North Carolina,27278,-79.097775,36.074025
Main St,Enosburg Falls,Franklin,Vermont,05450,-72.805183,44.906853999999996
101 South Conner Street,Enterprise,Coffee,Alabama,36330,-85.8550515,31.313772600000004
Basin/First/Division,Ephrata,Grant,Washington,98823,-119.551,47.3209
W. 13th and Peach St,Erie,Erie,Pennsylvania,16501,-80.082,42.1221
515 Briggs St,Erie,Weld,Colorado,80516,-105.04742009999998,40.0491741
"Hwy 421 and intersection Hwy 55 goes into Erwin, 1 mile on the right, around the gazebo across from the Suntrust Bank.",Erwin,Harnett,North Carolina,28339,-78.64734444444441,35.3239944444444
Erwin Town Hall,Erwin,Unicoi,Tennessee,37601,-82.3984,36.1465
Corner of Center and Main Street,Escalante,Garfield,Utah,84726,-111.600279,37.770323499999996
115 North 9th Street,Escanaba,Delta,Michigan,49829,-87.0604,45.7465
262 East Grand Ave,Escondido,San Diego,California,92025,-117.07901090000001,33.123064299999996
1005 N.Railroad  Avenue,Espanola,Rio Arriba,New Mexico,87532,-106.080229,36.006236
